102L,0,0
103L,0,0
104L,0,0
107L,0,0
108L,0,0
109L,0,0
110L,0,0
111L,0,0
112L,0,0
113L,0,0
114L,0,0
115L,0,0
117E,0,0
118L,0,0
119L,0,0
11BA,0,0
11BG,0,0
120L,0,0
122L,0,0
123L,0,0
125L,0,0
126L,0,0
127L,0,0
128L,0,0
129L,0,0
130L,0,0
131L,0,0
132L,0,0
133L,0,0
134L,0,0
135L,0,0
137L,0,0
138L,0,0
139L,0,0
140L,0,0
141L,0,0
142L,0,0
143L,0,0
144L,0,0
145L,0,0
146L,0,0
147L,0,0
148L,0,0
149L,0,0
150L,0,0
151L,0,0
152L,0,0
153L,0,0
154L,0,0
155L,0,0
156L,0,0
157L,0,0
158L,0,0
159L,0,0
160L,0,0
161L,0,0
162L,0,0
163L,0,0
164L,0,0
165L,0,0
166L,0,0
167L,0,0
168L,0,0
169L,0,0
170L,0,0
171L,0,0
172L,0,0
173L,0,0
174L,0,0
175L,0,0
176L,0,0
177L,0,0
178L,0,0
180L,0,0
181L,0,0
182L,0,0
183L,0,0
184L,0,0
185L,0,0
186L,0,0
187L,0,0
188L,0,0
189L,0,0
190L,0,0
191L,0,0
192L,0,0
193L,0,0
194L,0,0
195L,0,0
196L,0,0
197L,0,0
198L,0,0
199L,0,0
1A0H,0,0
1A0J,0,0
1A0L,0,0
1A14,0,0
1A16,0,0
1A17,0,0
1A2A,0,0
1A2C,0,0
1A2O,0,0
1A2P,0,0
1A2Q,0,0
1A2T,0,0
1A2U,0,0
1A2W,0,0
1A2Y,0,0
1A2Z,0,0
1A30,0,0
1A39,0,0
1A3B,0,0
1A3D,0,0
1A3E,0,0
1A3F,0,0
1A3H,0,0
1A3T,0,0
1A3U,0,0
1A3V,0,0
1A46,0,0
1A4G,0,0
1A4L,0,0
1A4M,0,0
1A4Q,0,0
1A4W,0,0
1A4Y,0,0
1A5G,0,0
1A5H,0,0
1A5I,0,0
1A5K,0,0
1A5L,0,0
1A5M,0,0
1A5N,0,0
1A5O,0,0
1A5P,0,0
1A5Q,0,0
1A5Y,0,0
1A61,0,0
1A62,0,0
1A63,0,0
1A6F,0,0
1A6Q,0,0
1A6R,0,0
1A73,0,0
1A74,0,0
1A76,0,0
1A77,0,0
1A7A,0,0
1A7T,0,0
1A85,0,0
1A86,0,0
1A8D,0,0
1A8G,0,0
1A8K,0,0
1A8R,0,0
1A8T,0,0
1A8V,0,0
1A91,0,0
1A94,0,0
1A9C,0,0
1AAX,0,0
1AB9,0,0
1ABI,0,0
1ABJ,0,0
1ABV,0,0
1AC0,0,0
1AC5,0,0
1ACB,0,0
1ACJ,0,0
1ACL,0,0
1ACZ,0,0
1AD8,0,0
1ADD,0,0
1AE7,0,0
1AE8,0,0
1AEC,0,0
1AEX,0,0
1AF0,0,0
1AF2,0,0
1AF4,0,0
1AF5,0,0
1AF9,0,0
1AFE,0,0
1AFH,0,0
1AFK,0,0
1AFL,0,0
1AFQ,0,0
1AFU,0,0
1AGI,0,0
1AGJ,0,0
1AGM,0,0
1AGX,0,0
1AGY,0,0
1AH7,0,0
1AHA,0,0
1AHB,0,0
1AHC,0,0
1AHT,0,0
1AI4,0,0
1AI5,0,0
1AI6,0,0
1AI7,0,0
1AI8,0,0
1AID,0,0
1AIM,0,0
1AIW,0,0
1AIX,0,0
1AJA,0,0
1AJB,0,0
1AJC,0,0
1AJD,0,0
1AJK,0,0
1AJN,0,0
1AJO,0,0
1AJP,0,0
1AJQ,0,0
1AJV,0,0
1AJX,0,0
1AK0,0,0
1AK9,0,0
1AKI,0,0
1AKL,0,0
1AKN,0,0
1AKO,0,0
1AKS,0,0
1AKZ,0,0
1ALH,0,0
1ALI,0,0
1ALJ,0,0
1ALK,0,0
1ALN,0,0
1ALQ,0,0
1AM4,0,0
1AM5,0,0
1AMH,0,0
1AMN,0,0
1AMP,0,0
1AMY,0,0
1AN1,0,0
1ANB,0,0
1ANC,0,0
1AND,0,0
1ANE,0,0
1ANG,0,0
1ANI,0,0
1ANJ,0,0
1AO5,0,0
1AOK,0,0
1APO,0,0
1APQ,0,0
1APS,0,0
1APT,0,0
1APU,0,0
1APV,0,0
1APW,0,0
1APY,0,0
1APZ,0,0
1AQ0,0,0
1AQ6,0,0
1AQ7,0,0
1AQH,0,0
1AQM,0,0
1AQN,0,0
1AQP,0,0
1AQT,0,0
1AQZ,0,0
1ARB,0,0
1ARC,0,0
1ARL,0,0
1ARM,0,0
1AST,0,0
1AT5,0,0
1AT6,0,0
1ATK,0,0
1ATL,0,0
1ATN,0,0
1ATR,0,0
1ATS,0,0
1ATY,0,0
1AU0,0,0
1AU2,0,0
1AU3,0,0
1AU4,0,0
1AU8,0,0
1AU9,0,0
1AUG,0,0
1AUI,0,0
1AUJ,0,0
1AUK,0,0
1AUO,0,0
1AUR,0,0
1AUT,0,0
1AV5,0,0
1AV7,0,0
1AVA,0,0
1AVF,0,0
1AVG,0,0
1AVP,0,0
1AVQ,0,0
1AVT,0,0
1AVW,0,0
1AVX,0,0
1AW0,0,0
1AWB,0,0
1AWF,0,0
1AWH,0,0
1AWZ,0,0
1AX9,0,0
1AXA,0,0
1AXB,0,0
1AXK,0,0
1AY6,0,0
1AY7,0,0
1AY9,0,0
1AYB,0,0
1AYD,0,0
1AYE,0,0
1AYK,0,0
1AYP,0,0
1AYU,0,0
1AYV,0,0
1AYW,0,0
1AYX,0,0
1AYY,0,0
1AZ0,0,0
1AZ3,0,0
1AZ4,0,0
1AZ5,0,0
1AZ6,0,0
1AZ8,0,0
1AZF,0,0
1AZH,0,0
1AZJ,0,0
1AZK,0,0
1AZW,0,0
1AZZ,0,0
1B0D,0,0
1B0E,0,0
1B0F,0,0
1B0I,0,0
1B0L,0,0
1B11,0,0
1B12,0,0
1B1E,0,0
1B1I,0,0
1B1J,0,0
1B1X,0,0
1B1Y,0,0
1B24,0,0
1B2I,0,0
1B2K,0,0
1B2M,0,0
1B2Y,0,0
1B30,0,0
1B31,0,0
1B3D,0,0
1B3R,0,0
1B3V,0,0
1B3W,0,0
1B3X,0,0
1B3Y,0,0
1B3Z,0,0
1B41,0,0
1B4O,0,0
1B4W,0,0
1B59,0,0
1B5F,0,0
1B5G,0,0
1B5U,0,0
1B5V,0,0
1B5W,0,0
1B5X,0,0
1B5Y,0,0
1B5Z,0,0
1B6A,0,0
1B6G,0,0
1B6I,0,0
1B6J,0,0
1B6K,0,0
1B6L,0,0
1B6M,0,0
1B6P,0,0
1B6V,0,0
1B78,0,0
1B79,0,0
1B7E,0,0
1B7L,0,0
1B7M,0,0
1B7N,0,0
1B7O,0,0
1B7P,0,0
1B7Q,0,0
1B7R,0,0
1B7S,0,0
1B7U,0,0
1B7X,0,0
1B7Z,0,0
1B8J,0,0
1B8Y,0,0
1B90,0,0
1B94,0,0
1B95,0,0
1B96,0,0
1B97,0,0
1B9S,0,0
1B9T,0,0
