5WDO,A,1
5WDP,A,1
5WDQ,A,1
5E95,A,1
5B2Z,A,1
5B30,A,1
4RSG,A,1
2N42,A,1
2N46,A,1
4XVQ,A,1
4XVR,A,1
4L9S,A,1
4L9W,A,1
4G0N,A,1
4G3X,A,1
2LWI,A,1
4DLR,A,1
4DLS,A,1
4DLT,A,1
4DLU,A,1
4DLV,A,1
4DLW,A,1
4DLX,A,1
4DLY,A,1
4DLZ,A,1
4EFL,A,1
4EFM,A,1
4EFN,A,1
3TGP,A,1
2LCF,A,1
3RRY,A,1
3RRZ,A,1
3RS0,A,1
3RS2,A,1
3RS3,A,1
3RS4,A,1
3RS5,A,1
3RS7,A,1
3RSL,A,1
3RSO,A,1
3L8Y,A,1
3L8Z,A,1
3OIU,A,1
3OIV,A,1
3OIW,A,1
3KKM,A,1
3KKN,A,1
3KUD,A,1
3K8Y,A,1
3K9N,A,1
3LBH,A,1
3LBI,A,1
3LBN,A,1
2X1V,A,1
3DDC,A,1
2RGA,A,1
2RGB,A,1
2RGC,A,1
2RGD,A,1
2RGE,A,1
2RGG,A,1
2QUZ,A,1
1ZVQ,A,1
1ZW6,A,1
1XCM,A,1
1XJ0,A,1
1P2S,A,1
1P2T,A,1
1P2U,A,1
1P2V,A,1
1LF0,A,1
1LF5,A,1
1K8R,A,1
1IOZ,A,1
1CTQ,A,1
1QRA,A,1
1CLU,A,1
1RVD,A,1
1AA9,A,1
1JAH,A,1
1JAI,A,1
1GNP,A,1
1GNQ,A,1
1GNR,A,1
1CRP,A,1
1CRQ,A,1
1CRR,A,1
1PLJ,A,1
1PLK,A,1
1PLL,A,1
1AGP,A,1
121P,A,1
221P,A,1
421P,A,1
521P,A,1
621P,A,1
721P,A,1
821P,A,1
1Q21,A,1
2Q21,A,1
4Q21,A,1
5P21,A,1
4uru,R,1
4urv,R,1
4urw,R,1
4ury,R,1
4urz,R,1
4us1,R,1
4us2,R,1
4nyi,R,1
4nyi,Q,1
4nyj,R,1
4nyj,Q,1
4nym,R,1
4nym,Q,1
4k81,B,1
4k81,D,1
4k81,F,1
4k81,H,1
3lo5,A,1
3lo5,C,1
3lo5,E,1
3k9l,A,1
3k9l,B,1
3k9l,C,1
3i3s,R,1
2vh5,R,1
2uzi,R,1
2ce2,X,1
2cl0,X,1
2cld,X,1
2evw,X,1
2cl6,X,1
2cl7,X,1
2clc,X,1
2c5l,A,1
2c5l,B,1
1xd2,A,1
1xd2,B,1
1nvu,Q,1
1nvu,R,1
1nvv,Q,1
1nvv,R,1
1nvw,Q,1
1nvw,R,1
1nvx,Q,1
1nvx,R,1
1IAQ,A,1
1IAQ,B,1
1IAQ,C,1
1HE8,B,1
1LFD,B,1
1LFD,D,1
1BKD,R,1
1WQ1,R,1
6Q21,A,1
6Q21,B,1
6Q21,C,1
5v6s,A,0
5v6v,A,0
5v6v,B,0
5xco,A,0
5kyk,A,0
5kyk,B,0
5kyk,C,0
5uqw,A,0
5uqw,B,0
5us4,A,0
5us4,B,0
5usj,A,0
5usj,B,0
5usj,C,0
5usj,D,0
5usj,E,0
5tb5,A,0
5tb5,C,0
5tar,A,0
5f2e,A,0
4ql3,A,0
4tqa,A,0
4tqa,B,0
4wa7,A,0
4pzy,A,0
4pzy,B,0
4pzz,A,0
4q01,A,0
4q03,A,0
4ldj,A,0
4nmm,A,0
4obe,A,0
4obe,B,0
4l8g,A,0
4lpk,A,0
4lpk,B,0
4lrw,A,0
4lrw,B,0
4luc,A,0
4luc,B,0
4lv6,A,0
4lv6,B,0
4lyf,A,0
4lyf,B,0
4lyf,C,0
4lyh,B,0
4lyh,A,0
4lyh,C,0
4lyj,A,0
4m1o,A,0
4m1o,B,0
4m1o,C,0
4m1s,A,0
4m1s,B,0
4m1s,C,0
4m1w,A,0
4m1w,B,0
4m1w,C,0
4m21,A,0
4m21,B,0
4m21,C,0
4m22,A,0
4m22,B,0
4m21,C,0
4epr,A,0
4ept,A,0
4epv,A,0
4epx,A,0
4epy,A,0
4dsn,A,0
4dso,A,0
4dst,A,0
4dsu,A,0
3gft,A,0
3gft,B,0
3gft,D,0
3gft,E,0
3gft,F,0
