1a2k,C,0
1byu,A,0
1ek0,A,0
1el5,A,0
1f6b,A,0
1fzq,A,0
1gwn,A,0
1gzs,A,0
1h65,A,0
1hur,A,0
1j2j,A,0
1ksg,A,0
1ksh,A,0
1l9c,A,0
1m2o,B,0
1mr3,F,0
1oiv,A,0
1oiw,A,0
1qg2,A,0
1qg4,A,0
1re0,A,0
1rrg,A,0
1s8f,A,0
1t91,A,0
1u0l,A,0
1vg0,B,0
1vg1,A,0
1wa5,A,0
1xzp,A,0
1yzg,A,0
1z6x,A,0
1z6y,A,0
1zd9,A,0
1zj6,A,0
1zov,A,0
2al7,A,0
2b6h,A,0
2bku,A,0
2bmj,A,0
2dyk,A,0
2e87,A,0
2efc,B,0
2f8x,C,0
2fa9,A,0
2fmx,A,0
2gao,A,0
2h16,A,0
2h17,A,0
2h18,A,0
2h5e,A,0
2iwr,A,0
2j3e,A,0
2jhe,A,0
2k5u,A,0
2ksq,A,0
2lkc,A,0
2q3h,A,0
2qag,C,0
2qtv,B,0
2wkp,A,0
2wkq,A,0
2wkr,A,0
2y8e,A,0
2yc2,C,0
2ynm,D,0
2ywe,A,0
2ywg,A,0
2zej,A,0
3a1t,A,0
3a1w,A,0
3aq4,A,0
3bb1,A,0
3bb4,A,0
3bh6,A,0
3bh7,A,0
3bhf,A,0
3brg,C,0
3c5c,A,0
3c5h,A,0
3cb4,D,0
3d6t,B,0
3def,A,0
3deg,C,0
3doe,A,0
3dpu,A,0
3ebg,A,0
3ebi,A,0
3eph,A,0
3geh,A,0
3iag,C,0
3ihw,A,0
3ipk,A,0
3izy,P,0
3j4j,A,0
3j8g,X,0
3k53,A,0
3kf5,A,0
3kje,A,0
3lrp,A,0
3m0o,A,0
3m12,A,0
3nbn,A,0
3o47,A,0
3q43,A,0
3ran,A,0
3t12,A,0
3t5d,A,0
3tjz,A,0
3tw4,A,0
3u14,A,0
3u75,A,0
4b3x,A,0
4b43,A,0
4b47,A,0
4c0l,A,0
4djt,A,0
4ee9,A,0
4f38,A,0
4goj,A,0
